cell_id,category,elicitation,mechanism,ai,central,rank,reciprocity_rate
easy_0116,easy,standard,search,0,0,1,0.225
easy_0116,easy,standard,search,0,0,2,0.175
easy_0116,easy,standard,search,0,0,3,0.15
easy_0116,easy,standard,search,0,0,4,0.125
easy_0116,easy,standard,search,0,0,5,0.175
easy_0117,easy,standard,search,0,0,1,0.3
easy_0117,easy,standard,search,0,0,2,0.125
easy_0117,easy,standard,search,0,0,3,0.225
easy_0117,easy,standard,search,0,0,4,0.1
easy_0117,easy,standard,search,0,0,5,0.2
easy_0118,easy,ai,search,1,0,1,0.425
easy_0118,easy,ai,search,1,0,2,0.3
easy_0118,easy,ai,search,1,0,3,0.225
easy_0118,easy,ai,search,1,0,4,0.125
easy_0118,easy,ai,search,1,0,5,0.175
easy_0119,easy,ai,central,1,1,1,0.225
easy_0119,easy,ai,central,1,1,2,0.325
easy_0119,easy,ai,central,1,1,3,0.275
easy_0119,easy,ai,central,1,1,4,0.25
easy_0119,easy,ai,central,1,1,5,0.125
easy_0120,easy,ai,central,1,1,1,0.375
easy_0120,easy,ai,central,1,1,2,0.325
easy_0120,easy,ai,central,1,1,3,0.175
easy_0120,easy,ai,central,1,1,4,0.175
easy_0120,easy,ai,central,1,1,5,0.125
easy_0121,easy,standard,search,0,0,1,0.325
easy_0121,easy,standard,search,0,0,2,0.125
easy_0121,easy,standard,search,0,0,3,0.175
easy_0121,easy,standard,search,0,0,4,0.15
easy_0121,easy,standard,search,0,0,5,0.075
easy_0122,easy,ai,search,1,0,1,0.35
easy_0122,easy,ai,search,1,0,2,0.375
easy_0122,easy,ai,search,1,0,3,0.1
easy_0122,easy,ai,search,1,0,4,0.25
easy_0122,easy,ai,search,1,0,5,0.05
easy_0123,easy,standard,search,0,0,1,0.3
easy_0123,easy,standard,search,0,0,2,0.225
easy_0123,easy,standard,search,0,0,3,0.175
easy_0123,easy,standard,search,0,0,4,0.225
easy_0123,easy,standard,search,0,0,5,0.1
easy_0124,easy,ai,central,1,1,1,0.375
easy_0124,easy,ai,central,1,1,2,0.225
easy_0124,easy,ai,central,1,1,3,0.25
easy_0124,easy,ai,central,1,1,4,0.175
easy_0124,easy,ai,central,1,1,5,0.1
easy_0125,easy,standard,central,0,1,1,0.275
easy_0125,easy,standard,central,0,1,2,0.3
easy_0125,easy,standard,central,0,1,3,0.25
easy_0125,easy,standard,central,0,1,4,0.075
easy_0125,easy,standard,central,0,1,5,0.075
easy_0126,easy,standard,central,0,1,1,0.35
easy_0126,easy,standard,central,0,1,2,0.2
easy_0126,easy,standard,central,0,1,3,0.15
easy_0126,easy,standard,central,0,1,4,0.25
easy_0126,easy,standard,central,0,1,5,0.1
easy_0127,easy,standard,search,0,0,1,0.5
easy_0127,easy,standard,search,0,0,2,0.15
easy_0127,easy,standard,search,0,0,3,0.2
easy_0127,easy,standard,search,0,0,4,0.075
easy_0127,easy,standard,search,0,0,5,0.025
easy_0128,easy,ai,search,1,0,1,0.375
easy_0128,easy,ai,search,1,0,2,0.25
easy_0128,easy,ai,search,1,0,3,0.15
easy_0128,easy,ai,search,1,0,4,0.15
easy_0128,easy,ai,search,1,0,5,0.1
easy_0129,easy,standard,search,0,0,1,0.35
easy_0129,easy,standard,search,0,0,2,0.225
easy_0129,easy,standard,search,0,0,3,0.125
easy_0129,easy,standard,search,0,0,4,0.075
easy_0129,easy,standard,search,0,0,5,0.1
easy_0130,easy,ai,central,1,1,1,0.175
easy_0130,easy,ai,central,1,1,2,0.375
easy_0130,easy,ai,central,1,1,3,0.25
easy_0130,easy,ai,central,1,1,4,0.225
easy_0130,easy,ai,central,1,1,5,0.1
easy_0131,easy,standard,central,0,1,1,0.425
easy_0131,easy,standard,central,0,1,2,0.3
easy_0131,easy,standard,central,0,1,3,0.15
easy_0131,easy,standard,central,0,1,4,0.225
easy_0131,easy,standard,central,0,1,5,0.1
easy_0132,easy,ai,central,1,1,1,0.25
easy_0132,easy,ai,central,1,1,2,0.275
easy_0132,easy,ai,central,1,1,3,0.15
easy_0132,easy,ai,central,1,1,4,0.2
easy_0132,easy,ai,central,1,1,5,0.225
easy_0133,easy,ai,search,1,0,1,0.3
easy_0133,easy,ai,search,1,0,2,0.375
easy_0133,easy,ai,search,1,0,3,0.15
easy_0133,easy,ai,search,1,0,4,0.15
easy_0133,easy,ai,search,1,0,5,0.15
easy_0134,easy,ai,search,1,0,1,0.325
easy_0134,easy,ai,search,1,0,2,0.275
easy_0134,easy,ai,search,1,0,3,0.175
easy_0134,easy,ai,search,1,0,4,0.15
easy_0134,easy,ai,search,1,0,5,0.125
easy_0135,easy,standard,central,0,1,1,0.275
easy_0135,easy,standard,central,0,1,2,0.425
easy_0135,easy,standard,central,0,1,3,0.1
easy_0135,easy,standard,central,0,1,4,0.1
easy_0135,easy,standard,central,0,1,5,0.025
easy_0136,easy,ai,search,1,0,1,0.45
easy_0136,easy,ai,search,1,0,2,0.35
easy_0136,easy,ai,search,1,0,3,0.2
easy_0136,easy,ai,search,1,0,4,0.2
easy_0136,easy,ai,search,1,0,5,0.075
easy_0137,easy,standard,search,0,0,1,0.25
easy_0137,easy,standard,search,0,0,2,0.2
easy_0137,easy,standard,search,0,0,3,0.1
easy_0137,easy,standard,search,0,0,4,0.15
easy_0137,easy,standard,search,0,0,5,0.1
easy_0138,easy,ai,search,1,0,1,0.375
easy_0138,easy,ai,search,1,0,2,0.425
easy_0138,easy,ai,search,1,0,3,0.25
easy_0138,easy,ai,search,1,0,4,0.15
easy_0138,easy,ai,search,1,0,5,0.1
easy_0139,easy,ai,central,1,1,1,0.225
easy_0139,easy,ai,central,1,1,2,0.2
easy_0139,easy,ai,central,1,1,3,0.075
easy_0139,easy,ai,central,1,1,4,0.15
easy_0139,easy,ai,central,1,1,5,0.1
easy_0140,easy,ai,central,1,1,1,0.325
easy_0140,easy,ai,central,1,1,2,0.275
easy_0140,easy,ai,central,1,1,3,0.225
easy_0140,easy,ai,central,1,1,4,0.225
easy_0140,easy,ai,central,1,1,5,0.1
easy_0141,easy,standard,central,0,1,1,0.375
easy_0141,easy,standard,central,0,1,2,0.25
easy_0141,easy,standard,central,0,1,3,0.125
easy_0141,easy,standard,central,0,1,4,0.075
easy_0141,easy,standard,central,0,1,5,0.125
easy_0142,easy,standard,search,0,0,1,0.4
easy_0142,easy,standard,search,0,0,2,0.175
easy_0142,easy,standard,search,0,0,3,0.3
easy_0142,easy,standard,search,0,0,4,0.05
easy_0142,easy,standard,search,0,0,5,0.05
easy_0143,easy,ai,search,1,0,1,0.4
easy_0143,easy,ai,search,1,0,2,0.325
easy_0143,easy,ai,search,1,0,3,0.225
easy_0143,easy,ai,search,1,0,4,0.2
easy_0143,easy,ai,search,1,0,5,0.175
easy_0144,easy,standard,search,0,0,1,0.275
easy_0144,easy,standard,search,0,0,2,0.275
easy_0144,easy,standard,search,0,0,3,0.3
easy_0144,easy,standard,search,0,0,4,0.075
easy_0144,easy,standard,search,0,0,5,0.075
easy_0145,easy,ai,central,1,1,1,0.275
easy_0145,easy,ai,central,1,1,2,0.275
easy_0145,easy,ai,central,1,1,3,0.175
easy_0145,easy,ai,central,1,1,4,0.1
easy_0145,easy,ai,central,1,1,5,0.175
easy_0146,easy,standard,central,0,1,1,0.475
easy_0146,easy,standard,central,0,1,2,0.225
easy_0146,easy,standard,central,0,1,3,0.125
easy_0146,easy,standard,central,0,1,4,0.25
easy_0146,easy,standard,central,0,1,5,0.1
easy_0147,easy,ai,central,1,1,1,0.3
easy_0147,easy,ai,central,1,1,2,0.425
easy_0147,easy,ai,central,1,1,3,0.15
easy_0147,easy,ai,central,1,1,4,0.125
easy_0147,easy,ai,central,1,1,5,0.075
easy_0148,easy,ai,search,1,0,1,0.35
easy_0148,easy,ai,search,1,0,2,0.25
easy_0148,easy,ai,search,1,0,3,0.2
easy_0148,easy,ai,search,1,0,4,0.05
easy_0148,easy,ai,search,1,0,5,0.2
easy_0149,easy,standard,search,0,0,1,0.325
easy_0149,easy,standard,search,0,0,2,0.225
easy_0149,easy,standard,search,0,0,3,0.25
easy_0149,easy,standard,search,0,0,4,0.225
easy_0149,easy,standard,search,0,0,5,0.15
easy_0150,easy,ai,search,1,0,1,0.375
easy_0150,easy,ai,search,1,0,2,0.35
easy_0150,easy,ai,search,1,0,3,0.225
easy_0150,easy,ai,search,1,0,4,0.175
easy_0150,easy,ai,search,1,0,5,0.15
easy_0151,easy,standard,search,0,0,1,0.2
easy_0151,easy,standard,search,0,0,2,0.225
easy_0151,easy,standard,search,0,0,3,0.2
easy_0151,easy,standard,search,0,0,4,0.05
easy_0151,easy,standard,search,0,0,5,0.1
easy_0152,easy,ai,central,1,1,1,0.25
easy_0152,easy,ai,central,1,1,2,0.45
easy_0152,easy,ai,central,1,1,3,0.175
easy_0152,easy,ai,central,1,1,4,0.175
easy_0152,easy,ai,central,1,1,5,0.075
easy_0153,easy,standard,central,0,1,1,0.35
easy_0153,easy,standard,central,0,1,2,0.3
easy_0153,easy,standard,central,0,1,3,0.175
easy_0153,easy,standard,central,0,1,4,0.225
easy_0153,easy,standard,central,0,1,5,0.025
easy_0154,easy,ai,central,1,1,1,0.375
easy_0154,easy,ai,central,1,1,2,0.425
easy_0154,easy,ai,central,1,1,3,0.25
easy_0154,easy,ai,central,1,1,4,0.325
easy_0154,easy,ai,central,1,1,5,0.15
easy_0155,easy,ai,search,1,0,1,0.3
easy_0155,easy,ai,search,1,0,2,0.3
easy_0155,easy,ai,search,1,0,3,0.225
easy_0155,easy,ai,search,1,0,4,0.125
easy_0155,easy,ai,search,1,0,5,0.1
easy_0156,easy,standard,search,0,0,1,0.375
easy_0156,easy,standard,search,0,0,2,0.275
easy_0156,easy,standard,search,0,0,3,0.3
easy_0156,easy,standard,search,0,0,4,0.125
easy_0156,easy,standard,search,0,0,5,0.075
easy_0157,easy,standard,search,0,0,1,0.2
easy_0157,easy,standard,search,0,0,2,0.125
easy_0157,easy,standard,search,0,0,3,0.1
easy_0157,easy,standard,search,0,0,4,0.1
easy_0157,easy,standard,search,0,0,5,0.0
easy_0158,easy,ai,central,1,1,1,0.425
easy_0158,easy,ai,central,1,1,2,0.275
easy_0158,easy,ai,central,1,1,3,0.2
easy_0158,easy,ai,central,1,1,4,0.2
easy_0158,easy,ai,central,1,1,5,0.125
easy_0159,easy,ai,search,1,0,1,0.325
easy_0159,easy,ai,search,1,0,2,0.175
easy_0159,easy,ai,search,1,0,3,0.175
easy_0159,easy,ai,search,1,0,4,0.1
easy_0159,easy,ai,search,1,0,5,0.125
easy_0160,easy,ai,search,1,0,1,0.375
easy_0160,easy,ai,search,1,0,2,0.275
easy_0160,easy,ai,search,1,0,3,0.175
easy_0160,easy,ai,search,1,0,4,0.15
easy_0160,easy,ai,search,1,0,5,0.075
easy_0161,easy,ai,search,1,0,1,0.25
easy_0161,easy,ai,search,1,0,2,0.275
easy_0161,easy,ai,search,1,0,3,0.25
easy_0161,easy,ai,search,1,0,4,0.2
easy_0161,easy,ai,search,1,0,5,0.05
easy_0162,easy,ai,search,1,0,1,0.475
easy_0162,easy,ai,search,1,0,2,0.3
easy_0162,easy,ai,search,1,0,3,0.125
easy_0162,easy,ai,search,1,0,4,0.1
easy_0162,easy,ai,search,1,0,5,0.075
easy_0163,easy,standard,central,0,1,1,0.325
easy_0163,easy,standard,central,0,1,2,0.275
easy_0163,easy,standard,central,0,1,3,0.15
easy_0163,easy,standard,central,0,1,4,0.075
easy_0163,easy,standard,central,0,1,5,0.075
easy_0164,easy,standard,search,0,0,1,0.35
easy_0164,easy,standard,search,0,0,2,0.2
easy_0164,easy,standard,search,0,0,3,0.275
easy_0164,easy,standard,search,0,0,4,0.15
easy_0164,easy,standard,search,0,0,5,0.15
easy_0165,easy,standard,search,0,0,1,0.175
easy_0165,easy,standard,search,0,0,2,0.2
easy_0165,easy,standard,search,0,0,3,0.2
easy_0165,easy,standard,search,0,0,4,0.1
easy_0165,easy,standard,search,0,0,5,0.1
easy_0166,easy,ai,central,1,1,1,0.35
easy_0166,easy,ai,central,1,1,2,0.2
easy_0166,easy,ai,central,1,1,3,0.225
easy_0166,easy,ai,central,1,1,4,0.2
easy_0166,easy,ai,central,1,1,5,0.075
easy_0167,easy,ai,central,1,1,1,0.3
easy_0167,easy,ai,central,1,1,2,0.225
easy_0167,easy,ai,central,1,1,3,0.1
easy_0167,easy,ai,central,1,1,4,0.175
easy_0167,easy,ai,central,1,1,5,0.175
easy_0168,easy,ai,search,1,0,1,0.45
easy_0168,easy,ai,search,1,0,2,0.125
easy_0168,easy,ai,search,1,0,3,0.15
easy_0168,easy,ai,search,1,0,4,0.125
easy_0168,easy,ai,search,1,0,5,0.1
easy_0169,easy,ai,search,1,0,1,0.325
easy_0169,easy,ai,search,1,0,2,0.225
easy_0169,easy,ai,search,1,0,3,0.175
easy_0169,easy,ai,search,1,0,4,0.15
easy_0169,easy,ai,search,1,0,5,0.1
easy_0170,easy,standard,search,0,0,1,0.375
easy_0170,easy,standard,search,0,0,2,0.15
easy_0170,easy,standard,search,0,0,3,0.2
easy_0170,easy,standard,search,0,0,4,0.225
easy_0170,easy,standard,search,0,0,5,0.075
easy_0171,easy,standard,central,0,1,1,0.375
easy_0171,easy,standard,central,0,1,2,0.225
easy_0171,easy,standard,central,0,1,3,0.2
easy_0171,easy,standard,central,0,1,4,0.15
easy_0171,easy,standard,central,0,1,5,0.15
easy_0172,easy,standard,central,0,1,1,0.275
easy_0172,easy,standard,central,0,1,2,0.275
easy_0172,easy,standard,central,0,1,3,0.05
easy_0172,easy,standard,central,0,1,4,0.15
easy_0172,easy,standard,central,0,1,5,0.05
easy_0173,easy,standard,search,0,0,1,0.35
easy_0173,easy,standard,search,0,0,2,0.275
easy_0173,easy,standard,search,0,0,3,0.2
easy_0173,easy,standard,search,0,0,4,0.125
easy_0173,easy,standard,search,0,0,5,0.1
easy_0174,easy,standard,search,0,0,1,0.25
easy_0174,easy,standard,search,0,0,2,0.2
easy_0174,easy,standard,search,0,0,3,0.225
easy_0174,easy,standard,search,0,0,4,0.125
easy_0174,easy,standard,search,0,0,5,0.075
easy_0175,easy,standard,central,0,1,1,0.35
easy_0175,easy,standard,central,0,1,2,0.275
easy_0175,easy,standard,central,0,1,3,0.2
easy_0175,easy,standard,central,0,1,4,0.125
easy_0175,easy,standard,central,0,1,5,0.15
easy_0176,easy,ai,central,1,1,1,0.325
easy_0176,easy,ai,central,1,1,2,0.35
easy_0176,easy,ai,central,1,1,3,0.175
easy_0176,easy,ai,central,1,1,4,0.15
easy_0176,easy,ai,central,1,1,5,0.15
easy_0177,easy,standard,search,0,0,1,0.2
easy_0177,easy,standard,search,0,0,2,0.15
easy_0177,easy,standard,search,0,0,3,0.1
easy_0177,easy,standard,search,0,0,4,0.125
easy_0177,easy,standard,search,0,0,5,0.1
easy_0178,easy,standard,central,0,1,1,0.275
easy_0178,easy,standard,central,0,1,2,0.175
easy_0178,easy,standard,central,0,1,3,0.2
easy_0178,easy,standard,central,0,1,4,0.15
easy_0178,easy,standard,central,0,1,5,0.075
easy_0179,easy,ai,search,1,0,1,0.35
easy_0179,easy,ai,search,1,0,2,0.225
easy_0179,easy,ai,search,1,0,3,0.175
easy_0179,easy,ai,search,1,0,4,0.1
easy_0179,easy,ai,search,1,0,5,0.2
easy_0180,easy,ai,central,1,1,1,0.25
easy_0180,easy,ai,central,1,1,2,0.225
easy_0180,easy,ai,central,1,1,3,0.1
easy_0180,easy,ai,central,1,1,4,0.175
easy_0180,easy,ai,central,1,1,5,0.125
easy_0181,easy,standard,search,0,0,1,0.425
easy_0181,easy,standard,search,0,0,2,0.25
easy_0181,easy,standard,search,0,0,3,0.175
easy_0181,easy,standard,search,0,0,4,0.275
easy_0181,easy,standard,search,0,0,5,0.125
easy_0182,easy,standard,central,0,1,1,0.35
easy_0182,easy,standard,central,0,1,2,0.225
easy_0182,easy,standard,central,0,1,3,0.1
easy_0182,easy,standard,central,0,1,4,0.2
easy_0182,easy,standard,central,0,1,5,0.125
easy_0183,easy,ai,search,1,0,1,0.25
easy_0183,easy,ai,search,1,0,2,0.225
easy_0183,easy,ai,search,1,0,3,0.15
easy_0183,easy,ai,search,1,0,4,0.125
easy_0183,easy,ai,search,1,0,5,0.1
easy_0184,easy,ai,search,1,0,1,0.45
easy_0184,easy,ai,search,1,0,2,0.375
easy_0184,easy,ai,search,1,0,3,0.125
easy_0184,easy,ai,search,1,0,4,0.25
easy_0184,easy,ai,search,1,0,5,0.1
easy_0185,easy,standard,search,0,0,1,0.4
easy_0185,easy,standard,search,0,0,2,0.375
easy_0185,easy,standard,search,0,0,3,0.175
easy_0185,easy,standard,search,0,0,4,0.125
easy_0185,easy,standard,search,0,0,5,0.075
easy_0186,easy,ai,central,1,1,1,0.45
easy_0186,easy,ai,central,1,1,2,0.225
easy_0186,easy,ai,central,1,1,3,0.15
easy_0186,easy,ai,central,1,1,4,0.25
easy_0186,easy,ai,central,1,1,5,0.25
easy_0187,easy,ai,central,1,1,1,0.45
easy_0187,easy,ai,central,1,1,2,0.275
easy_0187,easy,ai,central,1,1,3,0.275
easy_0187,easy,ai,central,1,1,4,0.175
easy_0187,easy,ai,central,1,1,5,0.15
easy_0188,easy,standard,central,0,1,1,0.25
easy_0188,easy,standard,central,0,1,2,0.225
easy_0188,easy,standard,central,0,1,3,0.175
easy_0188,easy,standard,central,0,1,4,0.1
easy_0188,easy,standard,central,0,1,5,0.075
easy_0189,easy,ai,central,1,1,1,0.275
easy_0189,easy,ai,central,1,1,2,0.25
easy_0189,easy,ai,central,1,1,3,0.275
easy_0189,easy,ai,central,1,1,4,0.15
easy_0189,easy,ai,central,1,1,5,0.05
easy_0190,easy,standard,central,0,1,1,0.425
easy_0190,easy,standard,central,0,1,2,0.325
easy_0190,easy,standard,central,0,1,3,0.1
easy_0190,easy,standard,central,0,1,4,0.2
easy_0190,easy,standard,central,0,1,5,0.15
easy_0191,easy,standard,central,0,1,1,0.3
easy_0191,easy,standard,central,0,1,2,0.275
easy_0191,easy,standard,central,0,1,3,0.05
easy_0191,easy,standard,central,0,1,4,0.075
easy_0191,easy,standard,central,0,1,5,0.1
easy_0192,easy,standard,central,0,1,1,0.275
easy_0192,easy,standard,central,0,1,2,0.2
easy_0192,easy,standard,central,0,1,3,0.3
easy_0192,easy,standard,central,0,1,4,0.125
easy_0192,easy,standard,central,0,1,5,0.15
easy_0193,easy,ai,central,1,1,1,0.3
easy_0193,easy,ai,central,1,1,2,0.15
easy_0193,easy,ai,central,1,1,3,0.325
easy_0193,easy,ai,central,1,1,4,0.175
easy_0193,easy,ai,central,1,1,5,0.2
easy_0194,easy,ai,search,1,0,1,0.425
easy_0194,easy,ai,search,1,0,2,0.175
easy_0194,easy,ai,search,1,0,3,0.15
easy_0194,easy,ai,search,1,0,4,0.125
easy_0194,easy,ai,search,1,0,5,0.15
easy_0195,easy,standard,search,0,0,1,0.1
easy_0195,easy,standard,search,0,0,2,0.2
easy_0195,easy,standard,search,0,0,3,0.175
easy_0195,easy,standard,search,0,0,4,0.15
easy_0195,easy,standard,search,0,0,5,0.1
easy_0196,easy,standard,search,0,0,1,0.375
easy_0196,easy,standard,search,0,0,2,0.3
easy_0196,easy,standard,search,0,0,3,0.25
easy_0196,easy,standard,search,0,0,4,0.2
easy_0196,easy,standard,search,0,0,5,0.175
easy_0197,easy,ai,search,1,0,1,0.375
easy_0197,easy,ai,search,1,0,2,0.325
easy_0197,easy,ai,search,1,0,3,0.25
easy_0197,easy,ai,search,1,0,4,0.225
easy_0197,easy,ai,search,1,0,5,0.05
easy_0198,easy,standard,search,0,0,1,0.425
easy_0198,easy,standard,search,0,0,2,0.15
easy_0198,easy,standard,search,0,0,3,0.175
easy_0198,easy,standard,search,0,0,4,0.2
easy_0198,easy,standard,search,0,0,5,0.05
easy_0199,easy,standard,central,0,1,1,0.25
easy_0199,easy,standard,central,0,1,2,0.175
easy_0199,easy,standard,central,0,1,3,0.25
easy_0199,easy,standard,central,0,1,4,0.1
easy_0199,easy,standard,central,0,1,5,0.075
hard_0000,hard,standard,central,0,1,1,0.4
hard_0000,hard,standard,central,0,1,2,0.175
hard_0000,hard,standard,central,0,1,3,0.15
hard_0000,hard,standard,central,0,1,4,0.15
hard_0000,hard,standard,central,0,1,5,0.125
hard_0001,hard,ai,central,1,1,1,0.225
hard_0001,hard,ai,central,1,1,2,0.125
hard_0001,hard,ai,central,1,1,3,0.175
hard_0001,hard,ai,central,1,1,4,0.15
hard_0001,hard,ai,central,1,1,5,0.175
hard_0002,hard,standard,central,0,1,1,0.225
hard_0002,hard,standard,central,0,1,2,0.175
hard_0002,hard,standard,central,0,1,3,0.125
hard_0002,hard,standard,central,0,1,4,0.125
hard_0002,hard,standard,central,0,1,5,0.1
hard_0003,hard,ai,search,1,0,1,0.45
hard_0003,hard,ai,search,1,0,2,0.225
hard_0003,hard,ai,search,1,0,3,0.15
hard_0003,hard,ai,search,1,0,4,0.2
hard_0003,hard,ai,search,1,0,5,0.15
hard_0004,hard,ai,central,1,1,1,0.275
hard_0004,hard,ai,central,1,1,2,0.275
hard_0004,hard,ai,central,1,1,3,0.125
hard_0004,hard,ai,central,1,1,4,0.075
hard_0004,hard,ai,central,1,1,5,0.15
hard_0005,hard,ai,search,1,0,1,0.35
hard_0005,hard,ai,search,1,0,2,0.15
hard_0005,hard,ai,search,1,0,3,0.075
hard_0005,hard,ai,search,1,0,4,0.225
hard_0005,hard,ai,search,1,0,5,0.175
hard_0006,hard,standard,search,0,0,1,0.275
hard_0006,hard,standard,search,0,0,2,0.275
hard_0006,hard,standard,search,0,0,3,0.25
hard_0006,hard,standard,search,0,0,4,0.15
hard_0006,hard,standard,search,0,0,5,0.1
hard_0007,hard,standard,central,0,1,1,0.4
hard_0007,hard,standard,central,0,1,2,0.15
hard_0007,hard,standard,central,0,1,3,0.1
hard_0007,hard,standard,central,0,1,4,0.15
hard_0007,hard,standard,central,0,1,5,0.05
hard_0008,hard,standard,search,0,0,1,0.3
hard_0008,hard,standard,search,0,0,2,0.2
hard_0008,hard,standard,search,0,0,3,0.175
hard_0008,hard,standard,search,0,0,4,0.05
hard_0008,hard,standard,search,0,0,5,0.1
hard_0009,hard,ai,search,1,0,1,0.325
hard_0009,hard,ai,search,1,0,2,0.2
hard_0009,hard,ai,search,1,0,3,0.2
hard_0009,hard,ai,search,1,0,4,0.125
hard_0009,hard,ai,search,1,0,5,0.125
hard_0010,hard,ai,central,1,1,1,0.25
hard_0010,hard,ai,central,1,1,2,0.175
hard_0010,hard,ai,central,1,1,3,0.175
hard_0010,hard,ai,central,1,1,4,0.075
hard_0010,hard,ai,central,1,1,5,0.15
hard_0011,hard,standard,search,0,0,1,0.45
hard_0011,hard,standard,search,0,0,2,0.2
hard_0011,hard,standard,search,0,0,3,0.15
hard_0011,hard,standard,search,0,0,4,0.125
hard_0011,hard,standard,search,0,0,5,0.05
hard_0012,hard,ai,search,1,0,1,0.3
hard_0012,hard,ai,search,1,0,2,0.2
hard_0012,hard,ai,search,1,0,3,0.125
hard_0012,hard,ai,search,1,0,4,0.1
hard_0012,hard,ai,search,1,0,5,0.1
hard_0013,hard,standard,central,0,1,1,0.325
hard_0013,hard,standard,central,0,1,2,0.225
hard_0013,hard,standard,central,0,1,3,0.125
hard_0013,hard,standard,central,0,1,4,0.2
hard_0013,hard,standard,central,0,1,5,0.125
hard_0014,hard,standard,central,0,1,1,0.175
hard_0014,hard,standard,central,0,1,2,0.125
hard_0014,hard,standard,central,0,1,3,0.225
hard_0014,hard,standard,central,0,1,4,0.2
hard_0014,hard,standard,central,0,1,5,0.125
hard_0015,hard,ai,central,1,1,1,0.375
hard_0015,hard,ai,central,1,1,2,0.325
hard_0015,hard,ai,central,1,1,3,0.25
hard_0015,hard,ai,central,1,1,4,0.225
hard_0015,hard,ai,central,1,1,5,0.175
hard_0016,hard,ai,central,1,1,1,0.275
hard_0016,hard,ai,central,1,1,2,0.225
hard_0016,hard,ai,central,1,1,3,0.3
hard_0016,hard,ai,central,1,1,4,0.275
hard_0016,hard,ai,central,1,1,5,0.175
hard_0017,hard,ai,central,1,1,1,0.325
hard_0017,hard,ai,central,1,1,2,0.275
hard_0017,hard,ai,central,1,1,3,0.125
hard_0017,hard,ai,central,1,1,4,0.125
hard_0017,hard,ai,central,1,1,5,0.15
hard_0018,hard,standard,central,0,1,1,0.275
hard_0018,hard,standard,central,0,1,2,0.175
hard_0018,hard,standard,central,0,1,3,0.275
hard_0018,hard,standard,central,0,1,4,0.125
hard_0018,hard,standard,central,0,1,5,0.05
hard_0019,hard,ai,search,1,0,1,0.325
hard_0019,hard,ai,search,1,0,2,0.225
hard_0019,hard,ai,search,1,0,3,0.075
hard_0019,hard,ai,search,1,0,4,0.125
hard_0019,hard,ai,search,1,0,5,0.15
hard_0020,hard,standard,central,0,1,1,0.4
hard_0020,hard,standard,central,0,1,2,0.175
hard_0020,hard,standard,central,0,1,3,0.2
hard_0020,hard,standard,central,0,1,4,0.1
hard_0020,hard,standard,central,0,1,5,0.075
hard_0021,hard,standard,central,0,1,1,0.45
hard_0021,hard,standard,central,0,1,2,0.15
hard_0021,hard,standard,central,0,1,3,0.15
hard_0021,hard,standard,central,0,1,4,0.05
hard_0021,hard,standard,central,0,1,5,0.15
hard_0022,hard,ai,central,1,1,1,0.3
hard_0022,hard,ai,central,1,1,2,0.25
hard_0022,hard,ai,central,1,1,3,0.225
hard_0022,hard,ai,central,1,1,4,0.075
hard_0022,hard,ai,central,1,1,5,0.1
hard_0023,hard,standard,search,0,0,1,0.275
hard_0023,hard,standard,search,0,0,2,0.15
hard_0023,hard,standard,search,0,0,3,0.15
hard_0023,hard,standard,search,0,0,4,0.075
hard_0023,hard,standard,search,0,0,5,0.1
hard_0024,hard,standard,search,0,0,1,0.425
hard_0024,hard,standard,search,0,0,2,0.275
hard_0024,hard,standard,search,0,0,3,0.2
hard_0024,hard,standard,search,0,0,4,0.125
hard_0024,hard,standard,search,0,0,5,0.05
hard_0025,hard,standard,search,0,0,1,0.325
hard_0025,hard,standard,search,0,0,2,0.25
hard_0025,hard,standard,search,0,0,3,0.25
hard_0025,hard,standard,search,0,0,4,0.2
hard_0025,hard,standard,search,0,0,5,0.125
hard_0026,hard,standard,search,0,0,1,0.225
hard_0026,hard,standard,search,0,0,2,0.125
hard_0026,hard,standard,search,0,0,3,0.15
hard_0026,hard,standard,search,0,0,4,0.125
hard_0026,hard,standard,search,0,0,5,0.1
hard_0027,hard,standard,central,0,1,1,0.25
hard_0027,hard,standard,central,0,1,2,0.175
hard_0027,hard,standard,central,0,1,3,0.125
hard_0027,hard,standard,central,0,1,4,0.025
hard_0027,hard,standard,central,0,1,5,0.1
hard_0028,hard,ai,search,1,0,1,0.325
hard_0028,hard,ai,search,1,0,2,0.35
hard_0028,hard,ai,search,1,0,3,0.225
hard_0028,hard,ai,search,1,0,4,0.025
hard_0028,hard,ai,search,1,0,5,0.075
hard_0029,hard,ai,central,1,1,1,0.3
hard_0029,hard,ai,central,1,1,2,0.125
hard_0029,hard,ai,central,1,1,3,0.2
hard_0029,hard,ai,central,1,1,4,0.125
hard_0029,hard,ai,central,1,1,5,0.2
hard_0030,hard,standard,central,0,1,1,0.325
hard_0030,hard,standard,central,0,1,2,0.175
hard_0030,hard,standard,central,0,1,3,0.125
hard_0030,hard,standard,central,0,1,4,0.175
hard_0030,hard,standard,central,0,1,5,0.025
hard_0031,hard,ai,central,1,1,1,0.25
hard_0031,hard,ai,central,1,1,2,0.3
hard_0031,hard,ai,central,1,1,3,0.225
hard_0031,hard,ai,central,1,1,4,0.15
hard_0031,hard,ai,central,1,1,5,0.075
hard_0032,hard,standard,search,0,0,1,0.325
