cell_id,city_id,week,category,elicitation,mechanism,ai,central,rank,reciprocity_rate
city021_w00_hard,city021,0,hard,ai,search,1,0,2,0.033333
city021_w00_hard,city021,0,hard,ai,search,1,0,3,0.033333
city021_w00_hard,city021,0,hard,ai,search,1,0,4,0.016667
city021_w00_hard,city021,0,hard,ai,search,1,0,5,0.033333
city021_w01_easy,city021,1,easy,standard,central,0,1,1,0.15
city021_w01_easy,city021,1,easy,standard,central,0,1,2,0.116667
city021_w01_easy,city021,1,easy,standard,central,0,1,3,0.05
city021_w01_easy,city021,1,easy,standard,central,0,1,4,0.1
city021_w01_easy,city021,1,easy,standard,central,0,1,5,0.016667
city021_w01_hard,city021,1,hard,standard,central,0,1,1,0.066667
city021_w01_hard,city021,1,hard,standard,central,0,1,2,0.083333
city021_w01_hard,city021,1,hard,standard,central,0,1,3,0.1
city021_w01_hard,city021,1,hard,standard,central,0,1,4,0.033333
city021_w01_hard,city021,1,hard,standard,central,0,1,5,0.066667
city022_w00_easy,city022,0,easy,ai,central,1,1,1,0.133333
city022_w00_easy,city022,0,easy,ai,central,1,1,2,0.1
city022_w00_easy,city022,0,easy,ai,central,1,1,3,0.05
city022_w00_easy,city022,0,easy,ai,central,1,1,4,0.05
city022_w00_easy,city022,0,easy,ai,central,1,1,5,0.083333
city022_w00_hard,city022,0,hard,standard,central,0,1,1,0.083333
city022_w00_hard,city022,0,hard,standard,central,0,1,2,0.083333
city022_w00_hard,city022,0,hard,standard,central,0,1,3,0.083333
city022_w00_hard,city022,0,hard,standard,central,0,1,4,0.05
city022_w00_hard,city022,0,hard,standard,central,0,1,5,0.033333
city022_w01_easy,city022,1,easy,standard,search,0,0,1,0.233333
city022_w01_easy,city022,1,easy,standard,search,0,0,2,0.15
city022_w01_easy,city022,1,easy,standard,search,0,0,3,0.116667
city022_w01_easy,city022,1,easy,standard,search,0,0,4,0.083333
city022_w01_easy,city022,1,easy,standard,search,0,0,5,0.083333
city022_w01_hard,city022,1,hard,ai,central,1,1,1,0.183333
city022_w01_hard,city022,1,hard,ai,central,1,1,2,0.033333
city022_w01_hard,city022,1,hard,ai,central,1,1,3,0.066667
city022_w01_hard,city022,1,hard,ai,central,1,1,4,0.016667
city022_w01_hard,city022,1,hard,ai,central,1,1,5,0.116667
city023_w00_easy,city023,0,easy,ai,central,1,1,1,0.133333
city023_w00_easy,city023,0,easy,ai,central,1,1,2,0.05
city023_w00_easy,city023,0,easy,ai,central,1,1,3,0.116667
city023_w00_easy,city023,0,easy,ai,central,1,1,4,0.066667
city023_w00_easy,city023,0,easy,ai,central,1,1,5,0.0
city023_w00_hard,city023,0,hard,ai,central,1,1,1,0.1
city023_w00_hard,city023,0,hard,ai,central,1,1,2,0.033333
city023_w00_hard,city023,0,hard,ai,central,1,1,3,0.083333
city023_w00_hard,city023,0,hard,ai,central,1,1,4,0.05
city023_w00_hard,city023,0,hard,ai,central,1,1,5,0.116667
city023_w01_easy,city023,1,easy,ai,search,1,0,1,0.15
city023_w01_easy,city023,1,easy,ai,search,1,0,2,0.116667
city023_w01_easy,city023,1,easy,ai,search,1,0,3,0.066667
city023_w01_easy,city023,1,easy,ai,search,1,0,4,0.1
city023_w01_easy,city023,1,easy,ai,search,1,0,5,0.083333
city023_w01_hard,city023,1,hard,ai,search,1,0,1,0.083333
city023_w01_hard,city023,1,hard,ai,search,1,0,2,0.066667
city023_w01_hard,city023,1,hard,ai,search,1,0,3,0.05
city023_w01_hard,city023,1,hard,ai,search,1,0,4,0.05
city023_w01_hard,city023,1,hard,ai,search,1,0,5,0.033333
city024_w00_easy,city024,0,easy,ai,central,1,1,1,0.166667
city024_w00_easy,city024,0,easy,ai,central,1,1,2,0.133333
city024_w00_easy,city024,0,easy,ai,central,1,1,3,0.116667
city024_w00_easy,city024,0,easy,ai,central,1,1,4,0.083333
city024_w00_easy,city024,0,easy,ai,central,1,1,5,0.1
city024_w00_hard,city024,0,hard,standard,search,0,0,1,0.133333
city024_w00_hard,city024,0,hard,standard,search,0,0,2,0.166667
city024_w00_hard,city024,0,hard,standard,search,0,0,3,0.066667
city024_w00_hard,city024,0,hard,standard,search,0,0,4,0.033333
city024_w00_hard,city024,0,hard,standard,search,0,0,5,0.016667
city024_w01_easy,city024,1,easy,ai,search,1,0,1,0.183333
city024_w01_easy,city024,1,easy,ai,search,1,0,2,0.1
city024_w01_easy,city024,1,easy,ai,search,1,0,3,0.1
city024_w01_easy,city024,1,easy,ai,search,1,0,4,0.05
city024_w01_easy,city024,1,easy,ai,search,1,0,5,0.05
city024_w01_hard,city024,1,hard,standard,search,0,0,1,0.1
city024_w01_hard,city024,1,hard,standard,search,0,0,2,0.116667
city024_w01_hard,city024,1,hard,standard,search,0,0,3,0.066667
city024_w01_hard,city024,1,hard,standard,search,0,0,4,0.066667
city024_w01_hard,city024,1,hard,standard,search,0,0,5,0.033333
city025_w00_easy,city025,0,easy,standard,central,0,1,1,0.083333
city025_w00_easy,city025,0,easy,standard,central,0,1,2,0.1
city025_w00_easy,city025,0,easy,standard,central,0,1,3,0.066667
city025_w00_easy,city025,0,easy,standard,central,0,1,4,0.05
city025_w00_easy,city025,0,easy,standard,central,0,1,5,0.05
city025_w00_hard,city025,0,hard,standard,central,0,1,1,0.116667
city025_w00_hard,city025,0,hard,standard,central,0,1,2,0.05
city025_w00_hard,city025,0,hard,standard,central,0,1,3,0.066667
city025_w00_hard,city025,0,hard,standard,central,0,1,4,0.033333
city025_w00_hard,city025,0,hard,standard,central,0,1,5,0.05
city025_w01_easy,city025,1,easy,standard,search,0,0,1,0.15
city025_w01_easy,city025,1,easy,standard,search,0,0,2,0.083333
city025_w01_easy,city025,1,easy,standard,search,0,0,3,0.1
city025_w01_easy,city025,1,easy,standard,search,0,0,4,0.116667
city025_w01_easy,city025,1,easy,standard,search,0,0,5,0.066667
city025_w01_hard,city025,1,hard,standard,central,0,1,1,0.1
city025_w01_hard,city025,1,hard,standard,central,0,1,2,0.033333
city025_w01_hard,city025,1,hard,standard,central,0,1,3,0.1
city025_w01_hard,city025,1,hard,standard,central,0,1,4,0.05
city025_w01_hard,city025,1,hard,standard,central,0,1,5,0.033333
city026_w00_easy,city026,0,easy,ai,central,1,1,1,0.166667
city026_w00_easy,city026,0,easy,ai,central,1,1,2,0.15
city026_w00_easy,city026,0,easy,ai,central,1,1,3,0.05
city026_w00_easy,city026,0,easy,ai,central,1,1,4,0.083333
city026_w00_easy,city026,0,easy,ai,central,1,1,5,0.083333
city026_w00_hard,city026,0,hard,ai,search,1,0,1,0.083333
city026_w00_hard,city026,0,hard,ai,search,1,0,2,0.116667
city026_w00_hard,city026,0,hard,ai,search,1,0,3,0.033333
city026_w00_hard,city026,0,hard,ai,search,1,0,4,0.033333
city026_w00_hard,city026,0,hard,ai,search,1,0,5,0.016667
city026_w01_easy,city026,1,easy,ai,search,1,0,1,0.133333
city026_w01_easy,city026,1,easy,ai,search,1,0,2,0.116667
city026_w01_easy,city026,1,easy,ai,search,1,0,3,0.116667
city026_w01_easy,city026,1,easy,ai,search,1,0,4,0.116667
city026_w01_easy,city026,1,easy,ai,search,1,0,5,0.116667
city026_w01_hard,city026,1,hard,standard,search,0,0,1,0.083333
city026_w01_hard,city026,1,hard,standard,search,0,0,2,0.066667
city026_w01_hard,city026,1,hard,standard,search,0,0,3,0.033333
city026_w01_hard,city026,1,hard,standard,search,0,0,4,0.066667
city026_w01_hard,city026,1,hard,standard,search,0,0,5,0.133333
city027_w00_easy,city027,0,easy,ai,search,1,0,1,0.183333
city027_w00_easy,city027,0,easy,ai,search,1,0,2,0.116667
city027_w00_easy,city027,0,easy,ai,search,1,0,3,0.1
city027_w00_easy,city027,0,easy,ai,search,1,0,4,0.133333
city027_w00_easy,city027,0,easy,ai,search,1,0,5,0.016667
city027_w00_hard,city027,0,hard,ai,central,1,1,1,0.1
city027_w00_hard,city027,0,hard,ai,central,1,1,2,0.066667
city027_w00_hard,city027,0,hard,ai,central,1,1,3,0.083333
city027_w00_hard,city027,0,hard,ai,central,1,1,4,0.05
city027_w00_hard,city027,0,hard,ai,central,1,1,5,0.083333
city027_w01_easy,city027,1,easy,ai,central,1,1,1,0.066667
city027_w01_easy,city027,1,easy,ai,central,1,1,2,0.1
city027_w01_easy,city027,1,easy,ai,central,1,1,3,0.083333
city027_w01_easy,city027,1,easy,ai,central,1,1,4,0.083333
city027_w01_easy,city027,1,easy,ai,central,1,1,5,0.016667
city027_w01_hard,city027,1,hard,ai,search,1,0,1,0.1
city027_w01_hard,city027,1,hard,ai,search,1,0,2,0.05
city027_w01_hard,city027,1,hard,ai,search,1,0,3,0.016667
city027_w01_hard,city027,1,hard,ai,search,1,0,4,0.05
city027_w01_hard,city027,1,hard,ai,search,1,0,5,0.0
city028_w00_easy,city028,0,easy,ai,central,1,1,1,0.333333
city028_w00_easy,city028,0,easy,ai,central,1,1,2,0.1
city028_w00_easy,city028,0,easy,ai,central,1,1,3,0.083333
city028_w00_easy,city028,0,easy,ai,central,1,1,4,0.05
city028_w00_easy,city028,0,easy,ai,central,1,1,5,0.066667
city028_w00_hard,city028,0,hard,standard,central,0,1,1,0.1
city028_w00_hard,city028,0,hard,standard,central,0,1,2,0.116667
city028_w00_hard,city028,0,hard,standard,central,0,1,3,0.05
city028_w00_hard,city028,0,hard,standard,central,0,1,4,0.0
city028_w00_hard,city028,0,hard,standard,central,0,1,5,0.05
city028_w01_easy,city028,1,easy,ai,search,1,0,1,0.183333
city028_w01_easy,city028,1,easy,ai,search,1,0,2,0.1
city028_w01_easy,city028,1,easy,ai,search,1,0,3,0.116667
city028_w01_easy,city028,1,easy,ai,search,1,0,4,0.033333
city028_w01_easy,city028,1,easy,ai,search,1,0,5,0.05
city028_w01_hard,city028,1,hard,ai,central,1,1,1,0.116667
city028_w01_hard,city028,1,hard,ai,central,1,1,2,0.066667
city028_w01_hard,city028,1,hard,ai,central,1,1,3,0.033333
city028_w01_hard,city028,1,hard,ai,central,1,1,4,0.066667
city028_w01_hard,city028,1,hard,ai,central,1,1,5,0.016667
city029_w00_easy,city029,0,easy,ai,search,1,0,1,0.1
city029_w00_easy,city029,0,easy,ai,search,1,0,2,0.183333
city029_w00_easy,city029,0,easy,ai,search,1,0,3,0.183333
city029_w00_easy,city029,0,easy,ai,search,1,0,4,0.033333
city029_w00_easy,city029,0,easy,ai,search,1,0,5,0.083333
city029_w00_hard,city029,0,hard,standard,central,0,1,1,0.066667
city029_w00_hard,city029,0,hard,standard,central,0,1,2,0.033333
city029_w00_hard,city029,0,hard,standard,central,0,1,3,0.066667
city029_w00_hard,city029,0,hard,standard,central,0,1,4,0.083333
city029_w00_hard,city029,0,hard,standard,central,0,1,5,0.033333
city029_w01_easy,city029,1,easy,standard,search,0,0,1,0.183333
city029_w01_easy,city029,1,easy,standard,search,0,0,2,0.15
city029_w01_easy,city029,1,easy,standard,search,0,0,3,0.116667
city029_w01_easy,city029,1,easy,standard,search,0,0,4,0.133333
city029_w01_easy,city029,1,easy,standard,search,0,0,5,0.05
city029_w01_hard,city029,1,hard,standard,search,0,0,1,0.116667
city029_w01_hard,city029,1,hard,standard,search,0,0,2,0.016667
city029_w01_hard,city029,1,hard,standard,search,0,0,3,0.066667
city029_w01_hard,city029,1,hard,standard,search,0,0,4,0.066667
city029_w01_hard,city029,1,hard,standard,search,0,0,5,0.033333
city030_w00_easy,city030,0,easy,ai,central,1,1,1,0.116667
city030_w00_easy,city030,0,easy,ai,central,1,1,2,0.1
city030_w00_easy,city030,0,easy,ai,central,1,1,3,0.083333
city030_w00_easy,city030,0,easy,ai,central,1,1,4,0.116667
city030_w00_easy,city030,0,easy,ai,central,1,1,5,0.066667
city030_w00_hard,city030,0,hard,standard,central,0,1,1,0.05
city030_w00_hard,city030,0,hard,standard,central,0,1,2,0.066667
city030_w00_hard,city030,0,hard,standard,central,0,1,3,0.083333
city030_w00_hard,city030,0,hard,standard,central,0,1,4,0.033333
city030_w00_hard,city030,0,hard,standard,central,0,1,5,0.016667
city030_w01_easy,city030,1,easy,ai,central,1,1,1,0.2
city030_w01_easy,city030,1,easy,ai,central,1,1,2,0.1
city030_w01_easy,city030,1,easy,ai,central,1,1,3,0.066667
city030_w01_easy,city030,1,easy,ai,central,1,1,4,0.066667
city030_w01_easy,city030,1,easy,ai,central,1,1,5,0.05
city030_w01_hard,city030,1,hard,ai,search,1,0,1,0.133333
city030_w01_hard,city030,1,hard,ai,search,1,0,2,0.083333
city030_w01_hard,city030,1,hard,ai,search,1,0,3,0.083333
city030_w01_hard,city030,1,hard,ai,search,1,0,4,0.066667
city030_w01_hard,city030,1,hard,ai,search,1,0,5,0.033333
city031_w00_easy,city031,0,easy,ai,central,1,1,1,0.2
city031_w00_easy,city031,0,easy,ai,central,1,1,2,0.133333
city031_w00_easy,city031,0,easy,ai,central,1,1,3,0.05
city031_w00_easy,city031,0,easy,ai,central,1,1,4,0.166667
city031_w00_easy,city031,0,easy,ai,central,1,1,5,0.133333
city031_w00_hard,city031,0,hard,standard,central,0,1,1,0.1
city031_w00_hard,city031,0,hard,standard,central,0,1,2,0.05
city031_w00_hard,city031,0,hard,standard,central,0,1,3,0.066667
city031_w00_hard,city031,0,hard,standard,central,0,1,4,0.066667
city031_w00_hard,city031,0,hard,standard,central,0,1,5,0.033333
city031_w01_easy,city031,1,easy,ai,search,1,0,1,0.2
city031_w01_easy,city031,1,easy,ai,search,1,0,2,0.083333
city031_w01_easy,city031,1,easy,ai,search,1,0,3,0.1
city031_w01_easy,city031,1,easy,ai,search,1,0,4,0.05
city031_w01_easy,city031,1,easy,ai,search,1,0,5,0.033333
city031_w01_hard,city031,1,hard,standard,search,0,0,1,0.116667
city031_w01_hard,city031,1,hard,standard,search,0,0,2,0.133333
city031_w01_hard,city031,1,hard,standard,search,0,0,3,0.1
city031_w01_hard,city031,1,hard,standard,search,0,0,4,0.066667
city031_w01_hard,city031,1,hard,standard,search,0,0,5,0.033333
city032_w00_easy,city032,0,easy,standard,central,0,1,1,0.183333
city032_w00_easy,city032,0,easy,standard,central,0,1,2,0.1
city032_w00_easy,city032,0,easy,standard,central,0,1,3,0.116667
city032_w00_easy,city032,0,easy,standard,central,0,1,4,0.083333
city032_w00_easy,city032,0,easy,standard,central,0,1,5,0.033333
city032_w00_hard,city032,0,hard,standard,central,0,1,1,0.116667
city032_w00_hard,city032,0,hard,standard,central,0,1,2,0.05
city032_w00_hard,city032,0,hard,standard,central,0,1,3,0.033333
city032_w00_hard,city032,0,hard,standard,central,0,1,4,0.083333
city032_w00_hard,city032,0,hard,standard,central,0,1,5,0.05
city032_w01_easy,city032,1,easy,ai,central,1,1,1,0.116667
city032_w01_easy,city032,1,easy,ai,central,1,1,2,0.066667
city032_w01_easy,city032,1,easy,ai,central,1,1,3,0.066667
city032_w01_easy,city032,1,easy,ai,central,1,1,4,0.066667
city032_w01_easy,city032,1,easy,ai,central,1,1,5,0.066667
city032_w01_hard,city032,1,hard,standard,central,0,1,1,0.133333
city032_w01_hard,city032,1,hard,standard,central,0,1,2,0.05
city032_w01_hard,city032,1,hard,standard,central,0,1,3,0.033333
city032_w01_hard,city032,1,hard,standard,central,0,1,4,0.066667
city032_w01_hard,city032,1,hard,standard,central,0,1,5,0.083333
city033_w00_easy,city033,0,easy,standard,search,0,0,1,0.033333
city033_w00_easy,city033,0,easy,standard,search,0,0,2,0.083333
city033_w00_easy,city033,0,easy,standard,search,0,0,3,0.133333
city033_w00_easy,city033,0,easy,standard,search,0,0,4,0.016667
city033_w00_easy,city033,0,easy,standard,search,0,0,5,0.033333
city033_w00_hard,city033,0,hard,ai,search,1,0,1,0.083333
city033_w00_hard,city033,0,hard,ai,search,1,0,2,0.066667
city033_w00_hard,city033,0,hard,ai,search,1,0,3,0.05
city033_w00_hard,city033,0,hard,ai,search,1,0,4,0.066667
city033_w00_hard,city033,0,hard,ai,search,1,0,5,0.05
city033_w01_easy,city033,1,easy,ai,search,1,0,1,0.2
city033_w01_easy,city033,1,easy,ai,search,1,0,2,0.166667
city033_w01_easy,city033,1,easy,ai,search,1,0,3,0.15
city033_w01_easy,city033,1,easy,ai,search,1,0,4,0.083333
city033_w01_easy,city033,1,easy,ai,search,1,0,5,0.116667
city033_w01_hard,city033,1,hard,standard,search,0,0,1,0.066667
city033_w01_hard,city033,1,hard,standard,search,0,0,2,0.05
city033_w01_hard,city033,1,hard,standard,search,0,0,3,0.1
city033_w01_hard,city033,1,hard,standard,search,0,0,4,0.05
city033_w01_hard,city033,1,hard,standard,search,0,0,5,0.1
city034_w00_easy,city034,0,easy,standard,central,0,1,1,0.083333
city034_w00_easy,city034,0,easy,standard,central,0,1,2,0.05
city034_w00_easy,city034,0,easy,standard,central,0,1,3,0.083333
city034_w00_easy,city034,0,easy,standard,central,0,1,4,0.083333
city034_w00_easy,city034,0,easy,standard,central,0,1,5,0.116667
city034_w00_hard,city034,0,hard,standard,search,0,0,1,0.05
city034_w00_hard,city034,0,hard,standard,search,0,0,2,0.066667
city034_w00_hard,city034,0,hard,standard,search,0,0,3,0.033333
city034_w00_hard,city034,0,hard,standard,search,0,0,4,0.016667
city034_w00_hard,city034,0,hard,standard,search,0,0,5,0.016667
city034_w01_easy,city034,1,easy,standard,central,0,1,1,0.133333
city034_w01_easy,city034,1,easy,standard,central,0,1,2,0.1
city034_w01_easy,city034,1,easy,standard,central,0,1,3,0.1
city034_w01_easy,city034,1,easy,standard,central,0,1,4,0.116667
city034_w01_easy,city034,1,easy,standard,central,0,1,5,0.1
city034_w01_hard,city034,1,hard,standard,central,0,1,1,0.083333
city034_w01_hard,city034,1,hard,standard,central,0,1,2,0.016667
city034_w01_hard,city034,1,hard,standard,central,0,1,3,0.033333
city034_w01_hard,city034,1,hard,standard,central,0,1,4,0.033333
city034_w01_hard,city034,1,hard,standard,central,0,1,5,0.05
city035_w00_easy,city035,0,easy,standard,search,0,0,1,0.066667
city035_w00_easy,city035,0,easy,standard,search,0,0,2,0.066667
city035_w00_easy,city035,0,easy,standard,search,0,0,3,0.1
city035_w00_easy,city035,0,easy,standard,search,0,0,4,0.066667
city035_w00_easy,city035,0,easy,standard,search,0,0,5,0.05
city035_w00_hard,city035,0,hard,standard,search,0,0,1,0.133333
city035_w00_hard,city035,0,hard,standard,search,0,0,2,0.066667
city035_w00_hard,city035,0,hard,standard,search,0,0,3,0.033333
city035_w00_hard,city035,0,hard,standard,search,0,0,4,0.033333
city035_w00_hard,city035,0,hard,standard,search,0,0,5,0.05
city035_w01_easy,city035,1,easy,standard,central,0,1,1,0.183333
city035_w01_easy,city035,1,easy,standard,central,0,1,2,0.066667
city035_w01_easy,city035,1,easy,standard,central,0,1,3,0.1
city035_w01_easy,city035,1,easy,standard,central,0,1,4,0.083333
city035_w01_easy,city035,1,easy,standard,central,0,1,5,0.083333
city035_w01_hard,city035,1,hard,ai,search,1,0,1,0.083333
city035_w01_hard,city035,1,hard,ai,search,1,0,2,0.016667
city035_w01_hard,city035,1,hard,ai,search,1,0,3,0.033333
city035_w01_hard,city035,1,hard,ai,search,1,0,4,0.016667
city035_w01_hard,city035,1,hard,ai,search,1,0,5,0.016667
city036_w00_easy,city036,0,easy,standard,central,0,1,1,0.15
city036_w00_easy,city036,0,easy,standard,central,0,1,2,0.116667
city036_w00_easy,city036,0,easy,standard,central,0,1,3,0.083333
city036_w00_easy,city036,0,easy,standard,central,0,1,4,0.1
city036_w00_easy,city036,0,easy,standard,central,0,1,5,0.083333
city036_w00_hard,city036,0,hard,standard,search,0,0,1,0.083333
city036_w00_hard,city036,0,hard,standard,search,0,0,2,0.066667
city036_w00_hard,city036,0,hard,standard,search,0,0,3,0.1
city036_w00_hard,city036,0,hard,standard,search,0,0,4,0.05
city036_w00_hard,city036,0,hard,standard,search,0,0,5,0.083333
city036_w01_easy,city036,1,easy,ai,search,1,0,1,0.15
city036_w01_easy,city036,1,easy,ai,search,1,0,2,0.1
city036_w01_easy,city036,1,easy,ai,search,1,0,3,0.083333
city036_w01_easy,city036,1,easy,ai,search,1,0,4,0.083333
city036_w01_easy,city036,1,easy,ai,search,1,0,5,0.05
city036_w01_hard,city036,1,hard,standard,central,0,1,1,0.116667
city036_w01_hard,city036,1,hard,standard,central,0,1,2,0.133333
city036_w01_hard,city036,1,hard,standard,central,0,1,3,0.116667
city036_w01_hard,city036,1,hard,standard,central,0,1,4,0.066667
city036_w01_hard,city036,1,hard,standard,central,0,1,5,0.05
city037_w00_easy,city037,0,easy,standard,search,0,0,1,0.066667
city037_w00_easy,city037,0,easy,standard,search,0,0,2,0.033333
city037_w00_easy,city037,0,easy,standard,search,0,0,3,0.083333
city037_w00_easy,city037,0,easy,standard,search,0,0,4,0.033333
city037_w00_easy,city037,0,easy,standard,search,0,0,5,0.1
city037_w00_hard,city037,0,hard,standard,search,0,0,1,0.05
city037_w00_hard,city037,0,hard,standard,search,0,0,2,0.016667
city037_w00_hard,city037,0,hard,standard,search,0,0,3,0.083333
city037_w00_hard,city037,0,hard,standard,search,0,0,4,0.016667
city037_w00_hard,city037,0,hard,standard,search,0,0,5,0.05
city037_w01_easy,city037,1,easy,ai,search,1,0,1,0.1
city037_w01_easy,city037,1,easy,ai,search,1,0,2,0.15
city037_w01_easy,city037,1,easy,ai,search,1,0,3,0.083333
city037_w01_easy,city037,1,easy,ai,search,1,0,4,0.066667
city037_w01_easy,city037,1,easy,ai,search,1,0,5,0.033333
city037_w01_hard,city037,1,hard,ai,central,1,1,1,0.033333
city037_w01_hard,city037,1,hard,ai,central,1,1,2,0.066667
city037_w01_hard,city037,1,hard,ai,central,1,1,3,0.05
city037_w01_hard,city037,1,hard,ai,central,1,1,4,0.066667
city037_w01_hard,city037,1,hard,ai,central,1,1,5,0.016667
city038_w00_easy,city038,0,easy,ai,search,1,0,1,0.183333
city038_w00_easy,city038,0,easy,ai,search,1,0,2,0.166667
city038_w00_easy,city038,0,easy,ai,search,1,0,3,0.133333
city038_w00_easy,city038,0,easy,ai,search,1,0,4,0.066667
city038_w00_easy,city038,0,easy,ai,search,1,0,5,0.083333
city038_w00_hard,city038,0,hard,standard,search,0,0,1,0.1
city038_w00_hard,city038,0,hard,standard,search,0,0,2,0.1
city038_w00_hard,city038,0,hard,standard,search,0,0,3,0.033333
city038_w00_hard,city038,0,hard,standard,search,0,0,4,0.033333
city038_w00_hard,city038,0,hard,standard,search,0,0,5,0.05
city038_w01_easy,city038,1,easy,ai,central,1,1,1,0.15
city038_w01_easy,city038,1,easy,ai,central,1,1,2,0.15
city038_w01_easy,city038,1,easy,ai,central,1,1,3,0.066667
city038_w01_easy,city038,1,easy,ai,central,1,1,4,0.0
city038_w01_easy,city038,1,easy,ai,central,1,1,5,0.033333
city038_w01_hard,city038,1,hard,ai,central,1,1,1,0.066667
city038_w01_hard,city038,1,hard,ai,central,1,1,2,0.016667
city038_w01_hard,city038,1,hard,ai,central,1,1,3,0.016667
city038_w01_hard,city038,1,hard,ai,central,1,1,4,0.033333
city038_w01_hard,city038,1,hard,ai,central,1,1,5,0.016667
city039_w00_easy,city039,0,easy,standard,search,0,0,1,0.066667
city039_w00_easy,city039,0,easy,standard,search,0,0,2,0.066667
city039_w00_easy,city039,0,easy,standard,search,0,0,3,0.05
city039_w00_easy,city039,0,easy,standard,search,0,0,4,0.05
city039_w00_easy,city039,0,easy,standard,search,0,0,5,0.05
city039_w00_hard,city039,0,hard,standard,central,0,1,1,0.083333
city039_w00_hard,city039,0,hard,standard,central,0,1,2,0.083333
city039_w00_hard,city039,0,hard,standard,central,0,1,3,0.033333
city039_w00_hard,city039,0,hard,standard,central,0,1,4,0.016667
city039_w00_hard,city039,0,hard,standard,central,0,1,5,0.016667
city039_w01_easy,city039,1,easy,ai,search,1,0,1,0.2
city039_w01_easy,city039,1,easy,ai,search,1,0,2,0.083333
city039_w01_easy,city039,1,easy,ai,search,1,0,3,0.116667
city039_w01_easy,city039,1,easy,ai,search,1,0,4,0.133333
city039_w01_easy,city039,1,easy,ai,search,1,0,5,0.066667
city039_w01_hard,city039,1,hard,ai,central,1,1,1,0.083333
city039_w01_hard,city039,1,hard,ai,central,1,1,2,0.033333
city039_w01_hard,city039,1,hard,ai,central,1,1,3,0.066667
city039_w01_hard,city039,1,hard,ai,central,1,1,4,0.0
city039_w01_hard,city039,1,hard,ai,central,1,1,5,0.05
city040_w00_easy,city040,0,easy,standard,search,0,0,1,0.083333
city040_w00_easy,city040,0,easy,standard,search,0,0,2,0.1
city040_w00_easy,city040,0,easy,standard,search,0,0,3,0.05
city040_w00_easy,city040,0,easy,standard,search,0,0,4,0.0
city040_w00_easy,city040,0,easy,standard,search,0,0,5,0.016667
city040_w00_hard,city040,0,hard,ai,central,1,1,1,0.133333
city040_w00_hard,city040,0,hard,ai,central,1,1,2,0.1
city040_w00_hard,city040,0,hard,ai,central,1,1,3,0.033333
city040_w00_hard,city040,0,hard,ai,central,1,1,4,0.033333
city040_w00_hard,city040,0,hard,ai,central,1,1,5,0.066667
city040_w01_easy,city040,1,easy,standard,central,0,1,1,0.233333
city040_w01_easy,city040,1,easy,standard,central,0,1,2,0.116667
city040_w01_easy,city040,1,easy,standard,central,0,1,3,0.083333
city040_w01_easy,city040,1,easy,standard,central,0,1,4,0.066667
city040_w01_easy,city040,1,easy,standard,central,0,1,5,0.066667
city040_w01_hard,city040,1,hard,ai,search,1,0,1,0.083333
city040_w01_hard,city040,1,hard,ai,search,1,0,2,0.1
city040_w01_hard,city040,1,hard,ai,search,1,0,3,0.05
city040_w01_hard,city040,1,hard,ai,search,1,0,4,0.016667
city040_w01_hard,city040,1,hard,ai,search,1,0,5,0.0
city041_w00_easy,city041,0,easy,ai,search,1,0,1,0.15
city041_w00_easy,city041,0,easy,ai,search,1,0,2,0.183333
city041_w00_easy,city041,0,easy,ai,search,1,0,3,0.033333
city041_w00_easy,city041,0,easy,ai,search,1,0,4,0.1
city041_w00_easy,city041,0,easy,ai,search,1,0,5,0.066667
city041_w00_hard,city041,0,hard,standard,search,0,0,1,0.1
city041_w00_hard,city041,0,hard,standard,search,0,0,2,0.083333
city041_w00_hard,city041,0,hard,standard,search,0,0,3,0.116667
city041_w00_hard,city041,0,hard,standard,search,0,0,4,0.05
city041_w00_hard,city041,0,hard,standard,search,0,0,5,0.066667
city041_w01_easy,city041,1,easy,standard,search,0,0,1,0.1
city041_w01_easy,city041,1,easy,standard,search,0,0,2,0.083333
city041_w01_easy,city041,1,easy,standard,search,0,0,3,0.066667
city041_w01_easy,city041,1,easy,standard,search,0,0,4,0.033333
city041_w01_easy,city041,1,easy,standard,search,0,0,5,0.05
city041_w01_hard,city041,1,hard,ai,search,1,0,1,0.1
city041_w01_hard,city041,1,hard,ai,search,1,0,2,0.033333
city041_w01_hard,city041,1,hard,ai,search,1,0,3,0.05
city041_w01_hard,city041,1,hard,ai,search,1,0,4,0.05
city041_w01_hard,city041,1,hard,ai,search,1,0,5,0.033333
city042_w00_easy,city042,0,easy,ai,search,1,0,1,0.233333
city042_w00_easy,city042,0,easy,ai,search,1,0,2,0.133333
city042_w00_easy,city042,0,easy,ai,search,1,0,3,0.083333
city042_w00_easy,city042,0,easy,ai,search,1,0,4,0.15
city042_w00_easy,city042,0,easy,ai,search,1,0,5,0.1
city042_w00_hard,city042,0,hard,standard,search,0,0,1,0.133333
city042_w00_hard,city042,0,hard,standard,search,0,0,2,0.066667
city042_w00_hard,city042,0,hard,standard,search,0,0,3,0.05
city042_w00_hard,city042,0,hard,standard,search,0,0,4,0.05
city042_w00_hard,city042,0,hard,standard,search,0,0,5,0.05
city042_w01_easy,city042,1,easy,standard,central,0,1,1,0.1
city042_w01_easy,city042,1,easy,standard,central,0,1,2,0.116667
city042_w01_easy,city042,1,easy,standard,central,0,1,3,0.083333
